content,tstamp,matching_terms,category
buying best shell booter loking to get a new shell booter somthing with over 800 shell pm is u got it,2011-01-13 06:55:00+00:00,['booter'],demand
powerful 300 priv shell booter ready to go the booter is for sale details team diversity booter 300 private shells dedi shells yeye the amazing price,2011-01-14 03:54:00+00:00,['booter'],supply
spot on botnet haha i know someone posted it in the lounge ot if you have a botnet just pm me ill pay for bots also,2011-01-14 04:28:00+00:00,['botnet'],demand
bots for my xr booter i'm looking for a decent amount of bots for my booter i'd say roughly 250 300 and i'm willing to pay an acceptable amount of money my only payment option is paypal thanks,2011-01-14 05:37:00+00:00,['booter'],demand
booters booting booters yeah i know interesting thread title anyway here's the deal so about 10 or 12 days ago my project stealth booter officially went up for sale ever since then every couple hours sometimes more often my site gets ddosed i can only assume this is done by other people on hf selling shell booters because no one else has a motive this thread isn't meant to start a huge debate i just wanted a few user's opinions so what is this sad pathetic smart business how would you describe the other sellers tactics for promoting their products while trying to remove mine from the scene,2011-01-15 03:46:00+00:00,"['ddos', 'booter']",supply
booter partnet ok so ive got a dilema ive got a booter coming out soon but i need a partner for the online part it has web booter and exe booter neither are public sources exe booter is off dirtcheapbooters source and i paid gids to help me develop and market it the web booter is off drumroll twbooter source i need someone who will be able to help me with the web booter add shells i handle shells and other things you will get paid pm me,2011-01-15 07:40:00+00:00,['booter'],demand
ddos needed alright let me try one more time 1 need to ddos down a personal website not strong server 2 need to be able to demo 3 pay via paypal please if you cant do it do not contact me i'm not looking for some kid to test if their ddos shlt works pm me your msn please,2011-01-15 10:22:00+00:00,['ddos'],demand
logins to booters offer this thread is now closed,2011-01-16 03:57:00+00:00,['booter'],supply
selling ddos shells $0 55 each hey guys im selling some ddos shells over 70 are dedi i have about 200 300 to sell mostly dedi pm me if interested,2011-01-16 08:51:00+00:00,['ddos'],supply
wtb wow burning crusade key or account hey im buying either a burning crusade key or account if it is wotlk enabled then even better but i will trade booter logins or a xbl account for it i can also trade a 60 day timecard if the account has at least a week on the account please post back here ands pm me,2011-01-17 12:39:00+00:00,['booter'],demand
selling ddoser legit acc 25$ lifetime iam selling my ddoser for 25 usd lifetime account my installs not much 22 zombies payment methodes paypal only reason my 3 rep just reported someone but they dont accept that cpanel 157 last updated 01 09 2011 11 45 am negative 3 a person that lies about it and then edits post twat some proofs i can show you more proofs with teamvieuwer or il give you more pictures img http img52 imageshack us img52 9195 nhmjhkk png img img http img213 imageshack us img213 2158 dfffddf png img,2011-01-18 05:54:00+00:00,"['ddoser', 'doser', 'ddos']",supply
bot buying installs for 'test run' hi guys im looking to buy around 200 bots for 5 10 dollars i will only buy from someone that accepts paypal doesnt have any scam reports and can proove to me that they have a sufficient botnet to support my request any free installs would be appreciated in return for a discount on our bot 3 adzz,2011-01-18 07:02:00+00:00,['botnet'],demand
$10 selling ddoser 4 2 no dns i am selling version 4 2 of ddoser for $10 usd via paypal to purchase this off the offical website it costs $35 usd at ddoser info this purchase does not come with the dns included,2011-01-18 11:39:00+00:00,"['ddoser', 'doser', 'ddos']",supply
buying bot right so i want a bot purely for ddosing ive looked around and although i would like an http one im on a budget and cann't afford the crazy hosting costs for bp dns and webserver etc so will be looking at irc based literally all i want the bot to do is download execute update ddos possible spreader in there too the ddos needs to be stable and powerful naturally and would like the size to be small as well well if anyone know of one specifically for this maybe one on here that i have missed im in the market to buy thanks,2011-01-19 08:56:00+00:00,"['ddosing', 'ddos']",demand
upgrading your booter free limited preview login spoiler img http img52 imageshack us img52 1795 twistart jpg img when i look around the sellers sections i'm seeing everyone selling access to their booters and everyone got the same and same functions so i thought i will be helping a few people to make it a better booter in exchange for access to boot on what i will do make a very nice template for the whole booter with awesome features features getting ip of a website you enter directly from site advanced admin panel adding more shells at once activating people easier etc etc tools option to obtain ip's from msn etc with tutorials how many people will get this i'm going to search for 3 users i don't care if its normal leet uber 2 users to do left how to get need atleast 200 shells so i can boot myself to fill in this form how many shells u got how many experience do you have yourself site related how many sales average a month agreeing that i can use booter lifetime e mail,2011-01-19 10:53:00+00:00,['booter'],supply
